t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1574466853,788,5,2.440000,1,0.960902,2.000000,3.000000,5.000000,5.000000,5.000000,5.000000
1574466854,813,4,2.800000,2,0.577350,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466855,837,2,1.750000,1,0.442326,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466856,862,2,1.720000,1,0.458258,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466857,887,3,2.000000,1,0.408248,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466858,912,3,1.920000,1,0.493288,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466859,936,2,1.833333,1,0.380693,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466860,961,3,2.000000,1,0.408248,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466861,986,3,1.960000,1,0.611010,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466862,1010,3,2.375000,1,0.575779,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466863,1035,3,1.840000,1,0.624500,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466864,1060,3,1.880000,1,0.600000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466865,1085,3,2.040000,1,0.454606,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466866,1109,2,1.583333,1,0.503610,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466867,1134,2,1.880000,1,0.331662,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466868,1159,3,2.000000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466869,1184,3,2.240000,1,0.597216,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466870,1208,2,1.708333,1,0.464306,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466871,1233,4,2.280000,1,0.791623,2.000000,2.500000,4.000000,4.000000,4.000000,4.000000
1574466872,1258,3,2.040000,1,0.789515,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466873,1283,3,1.800000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466874,1307,3,1.791667,1,0.588230,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466875,1332,3,1.800000,1,0.500000,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466876,1357,7,1.960000,1,1.171893,2.000000,2.000000,5.800000,7.000000,7.000000,7.000000
1574466877,1382,3,1.760000,1,0.663325,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466878,1406,3,1.750000,1,0.607919,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466879,1431,3,1.640000,1,0.568624,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466880,1456,2,1.520000,1,0.509902,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466881,1481,2,1.640000,1,0.489898,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466882,1505,3,1.750000,1,0.531610,2.000000,2.000000,2.750000,3.000000,3.000000,3.000000
1574466883,1530,3,2.040000,1,0.675771,2.000000,2.500000,3.000000,3.000000,3.000000,3.000000
1574466884,1555,3,1.760000,1,0.522813,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466885,1580,3,1.920000,1,0.493288,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466886,1605,3,1.800000,1,0.500000,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466887,1629,3,1.875000,1,0.536697,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466888,1654,3,1.760000,1,0.597216,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466889,1679,3,1.880000,1,0.525991,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466890,1704,3,1.760000,1,0.522813,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466891,1728,3,1.791667,1,0.588230,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466892,1753,4,2.200000,1,0.816497,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574466893,1778,3,1.920000,1,0.493288,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466894,1802,3,2.041667,1,0.624094,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466895,1827,3,1.960000,1,0.454606,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466896,1852,3,2.000000,1,0.500000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466897,1877,3,1.840000,1,0.624500,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466898,1901,3,1.916667,1,0.717282,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466899,1926,2,1.840000,1,0.374166,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466900,1951,2,1.800000,1,0.408248,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466901,1976,2,1.480000,1,0.509902,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466902,2000,3,1.750000,1,0.531610,2.000000,2.000000,2.750000,3.000000,3.000000,3.000000
1574466903,2025,3,1.800000,1,0.645497,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466904,2050,2,1.520000,1,0.509902,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466905,2075,4,1.840000,1,0.800000,2.000000,2.000000,3.700000,4.000000,4.000000,4.000000
1574466906,2100,3,2.080000,1,0.400000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466907,2124,3,1.791667,1,0.508977,2.000000,2.000000,2.750000,3.000000,3.000000,3.000000
1574466908,2149,3,1.880000,1,0.725718,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466909,2174,5,3.320000,2,0.988264,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574466910,2199,5,2.920000,1,0.996661,3.000000,4.000000,4.700000,5.000000,5.000000,5.000000
1574466911,2223,3,1.916667,1,0.503610,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466912,2248,4,1.800000,1,0.645497,2.000000,2.000000,3.400000,4.000000,4.000000,4.000000
1574466913,2273,3,1.880000,1,0.665833,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466914,2298,7,1.960000,1,1.171893,2.000000,2.000000,5.800000,7.000000,7.000000,7.000000
1574466915,2322,6,2.541667,1,0.931533,2.000000,3.000000,5.250000,6.000000,6.000000,6.000000
1574466916,2347,3,2.240000,1,0.522813,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466917,2372,3,2.240000,1,0.723418,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466918,2397,3,2.080000,1,0.571548,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466919,2421,4,2.000000,1,0.834058,2.000000,2.750000,3.750000,4.000000,4.000000,4.000000
1574466920,2446,4,2.200000,1,0.816497,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466921,2471,4,2.760000,2,0.663325,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466922,2496,4,2.160000,1,0.898146,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466923,2520,4,1.958333,1,0.690253,2.000000,2.000000,3.750000,4.000000,4.000000,4.000000
1574466924,2545,4,1.920000,1,0.862168,2.000000,2.500000,3.700000,4.000000,4.000000,4.000000
1574466925,2570,3,1.640000,1,0.568624,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466926,2595,3,2.200000,1,0.500000,2.000000,2.500000,3.000000,3.000000,3.000000,3.000000
1574466927,2619,3,2.083333,1,0.653863,2.000000,2.750000,3.000000,3.000000,3.000000,3.000000
1574466928,2644,4,2.560000,2,0.650641,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466929,2669,3,2.160000,1,0.472582,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466930,2694,4,2.280000,1,0.678233,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574466931,2718,3,2.375000,1,0.575779,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466932,2743,3,2.240000,1,0.522813,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466933,2768,3,1.920000,1,0.493288,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466934,2793,4,2.520000,1,0.653197,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574466935,2817,5,2.958333,2,0.907896,3.000000,4.000000,4.750000,5.000000,5.000000,5.000000
1574466936,2842,6,4.440000,3,0.650641,4.000000,5.000000,5.700000,6.000000,6.000000,6.000000
1574466937,2867,7,3.960000,3,0.888819,4.000000,4.000000,6.400000,7.000000,7.000000,7.000000
1574466938,2892,5,3.640000,2,0.700000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574466939,2916,5,3.125000,2,0.679674,3.000000,3.000000,4.750000,5.000000,5.000000,5.000000
1574466940,2941,9,2.080000,1,1.605200,2.000000,2.000000,7.200000,9.000000,9.000000,9.000000
1574466941,2966,3,1.760000,1,0.597216,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466942,2991,3,1.720000,1,0.541603,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466943,3015,2,1.666667,1,0.481543,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466944,3040,3,1.920000,1,0.400000,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466945,3065,3,2.000000,1,0.408248,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466946,3090,2,1.760000,1,0.435890,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466947,3114,3,1.875000,1,0.536697,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466948,3139,3,1.760000,1,0.522813,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574466949,3164,2,1.520000,1,0.509902,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466950,3189,2,1.440000,1,0.506623,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466951,3214,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466952,3238,6,3.125000,1,1.423789,3.000000,4.000000,6.000000,6.000000,6.000000,6.000000
1574466953,3263,6,5.120000,4,0.600000,5.000000,5.500000,6.000000,6.000000,6.000000,6.000000
1574466954,3288,6,5.320000,4,0.556776,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000
1574466955,3313,9,4.840000,4,1.027943,5.000000,5.000000,8.100000,9.000000,9.000000,9.000000
1574466956,3337,4,2.625000,2,0.769670,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466957,3362,3,2.000000,1,0.500000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466958,3387,4,2.440000,2,0.650641,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466959,3412,5,3.360000,1,0.994987,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574466960,3436,5,3.625000,3,0.646899,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574466961,3461,4,3.200000,2,0.577350,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1574466962,3486,3,2.160000,1,0.687992,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466963,3511,7,2.280000,1,1.061446,2.000000,2.000000,5.800000,7.000000,7.000000,7.000000
1574466964,3536,3,1.960000,1,0.538516,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466965,3560,3,2.250000,1,0.607919,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466966,3585,3,2.360000,1,0.568624,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466967,3610,8,2.040000,1,1.398809,2.000000,2.000000,6.500000,8.000000,8.000000,8.000000
1574466968,3634,8,2.333333,1,1.372610,2.000000,3.000000,6.750000,8.000000,8.000000,8.000000
1574466969,3659,5,2.760000,2,0.778888,3.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574466970,3684,3,2.080000,1,0.640312,2.000000,2.500000,3.000000,3.000000,3.000000,3.000000
1574466971,3709,5,3.200000,1,0.866025,3.000000,4.000000,4.700000,5.000000,5.000000,5.000000
1574466972,3733,9,3.041667,2,1.398109,3.000000,3.000000,7.750000,9.000000,9.000000,9.000000
1574466973,3758,3,2.320000,1,0.627163,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466974,3783,2,1.520000,1,0.509902,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574466975,3808,3,2.000000,1,0.408248,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466976,3833,3,2.160000,1,0.472582,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466977,3857,3,2.041667,1,0.624094,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466978,3882,15,3.160000,1,2.576820,3.000000,3.000000,11.700000,15.000000,15.000000,15.000000
1574466979,3907,4,3.400000,2,0.577350,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1574466980,3931,7,3.750000,2,0.944089,4.000000,4.000000,6.500000,7.000000,7.000000,7.000000
1574466981,3956,5,3.600000,2,0.957427,3.000000,4.500000,5.000000,5.000000,5.000000,5.000000
1574466982,3981,4,3.280000,2,0.791623,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1574466983,4006,5,3.160000,2,0.850490,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574466984,4031,3,2.000000,1,0.645497,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574466985,4055,3,1.750000,1,0.531610,2.000000,2.000000,2.750000,3.000000,3.000000,3.000000
1574466986,4080,5,2.480000,1,1.045626,2.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574466987,4105,6,4.960000,3,0.978093,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000
1574466988,4130,6,5.000000,3,0.816497,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000
1574466989,4154,6,3.875000,3,0.946963,4.000000,5.000000,5.750000,6.000000,6.000000,6.000000
1574466990,4179,4,2.760000,2,0.778888,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466991,4204,5,3.360000,2,0.757188,3.000000,4.000000,4.700000,5.000000,5.000000,5.000000
1574466992,4229,4,3.400000,3,0.500000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1574466993,4253,4,3.208333,2,0.508977,3.000000,3.750000,4.000000,4.000000,4.000000,4.000000
1574466994,4278,4,2.760000,1,0.663325,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466995,4303,3,2.440000,2,0.506623,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466996,4328,4,2.640000,2,0.637704,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574466997,4353,3,2.760000,2,0.435890,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466998,4377,3,2.500000,2,0.510754,2.500000,3.000000,3.000000,3.000000,3.000000,3.000000
1574466999,4402,3,2.560000,2,0.506623,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467000,4427,2,1.640000,1,0.489898,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467001,4452,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467002,4476,3,1.875000,1,0.536697,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467003,4501,3,1.840000,1,0.624500,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467004,4526,3,1.760000,1,0.597216,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467005,4551,3,1.800000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467006,4576,3,1.880000,1,0.525991,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467007,4600,4,2.375000,2,0.575779,2.000000,3.000000,3.750000,4.000000,4.000000,4.000000
1574467008,4625,3,2.560000,2,0.506623,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467009,4650,8,2.680000,2,1.215182,2.000000,3.000000,6.500000,8.000000,8.000000,8.000000
1574467010,4675,4,2.440000,1,0.768115,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467011,4699,5,2.166667,1,0.868115,2.000000,2.750000,4.500000,5.000000,5.000000,5.000000
1574467012,4724,3,2.000000,1,0.645497,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467013,4749,3,1.960000,1,0.351188,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574467014,4774,4,2.480000,1,0.653197,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467015,4798,3,2.041667,1,0.550033,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467016,4823,3,1.840000,1,0.553775,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467017,4848,3,1.960000,1,0.454606,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467018,4873,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467019,4897,3,2.083333,1,0.583592,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467020,4922,3,2.320000,1,0.627163,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467021,4947,3,1.800000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467022,4972,4,2.160000,1,0.800000,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467023,4996,5,3.083333,2,0.717282,3.000000,3.000000,4.750000,5.000000,5.000000,5.000000
1574467024,5021,6,3.120000,1,1.013246,3.000000,4.000000,5.400000,6.000000,6.000000,6.000000
1574467025,5046,5,3.600000,2,1.000000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574467026,5071,4,2.560000,1,0.711805,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467027,5095,4,3.083333,2,0.503610,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467028,5120,4,3.040000,2,0.454606,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467029,5145,4,2.440000,1,0.768115,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467030,5170,3,1.920000,1,0.640312,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467031,5194,4,2.166667,1,0.701964,2.000000,2.750000,3.750000,4.000000,4.000000,4.000000
1574467032,5219,4,2.600000,2,0.577350,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467033,5244,3,1.760000,1,0.522813,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574467034,5269,2,1.400000,1,0.500000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467035,5293,2,1.833333,1,0.380693,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467036,5318,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467037,5343,3,1.760000,1,0.597216,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467038,5368,3,1.960000,1,0.611010,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467039,5393,3,1.760000,1,0.663325,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467040,5417,3,1.750000,1,0.607919,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467041,5442,3,1.720000,1,0.541603,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574467042,5467,3,1.920000,1,0.571548,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467043,5492,3,1.920000,1,0.640312,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467044,5516,3,2.166667,1,0.637022,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467045,5541,3,1.920000,1,0.493288,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467046,5566,2,1.720000,1,0.458258,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467047,5591,2,1.720000,1,0.458258,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467048,5615,2,1.541667,1,0.508977,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467049,5640,2,1.760000,1,0.435890,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467050,5665,3,1.800000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467051,5690,2,1.800000,1,0.408248,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467052,5715,2,1.400000,1,0.500000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467053,5739,4,2.166667,1,1.049500,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467054,5764,5,2.840000,1,1.027943,3.000000,3.500000,5.000000,5.000000,5.000000,5.000000
1574467055,5789,5,3.400000,2,1.000000,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574467056,5814,5,3.560000,3,0.650641,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574467057,5838,14,3.875000,2,2.290102,3.000000,4.000000,11.750000,14.000000,14.000000,14.000000
1574467058,5863,4,2.880000,2,0.665833,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467059,5888,4,2.680000,2,0.556776,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467060,5913,3,2.120000,1,0.600000,2.000000,2.500000,3.000000,3.000000,3.000000,3.000000
1574467061,5937,5,1.791667,1,0.832971,2.000000,2.000000,4.250000,5.000000,5.000000,5.000000
1574467062,5962,2,1.400000,1,0.500000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467063,5987,2,1.360000,1,0.489898,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467064,6012,2,1.480000,1,0.509902,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467065,6036,2,1.250000,1,0.442326,1.000000,1.750000,2.000000,2.000000,2.000000,2.000000
1574467066,6061,2,1.720000,1,0.458258,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467067,6086,2,1.600000,1,0.500000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467068,6111,3,2.120000,1,0.665833,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467069,6135,3,1.916667,1,0.717282,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467070,6160,2,1.480000,1,0.509902,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467071,6185,3,2.120000,1,0.600000,2.000000,2.500000,3.000000,3.000000,3.000000,3.000000
1574467072,6210,3,2.320000,2,0.476095,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467073,6234,3,2.083333,1,0.408248,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467074,6259,4,2.480000,1,0.918332,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574467075,6284,4,2.760000,2,0.522813,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467076,6309,4,2.480000,2,0.585947,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467077,6333,3,2.125000,1,0.536697,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467078,6358,3,1.680000,1,0.627163,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467079,6383,3,2.400000,1,0.577350,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467080,6408,4,2.240000,1,0.597216,2.000000,2.500000,3.700000,4.000000,4.000000,4.000000
1574467081,6432,4,2.833333,2,0.481543,3.000000,3.000000,3.750000,4.000000,4.000000,4.000000
1574467082,6457,3,1.760000,1,0.723418,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467083,6482,10,3.520000,1,2.647640,3.000000,3.000000,10.000000,10.000000,10.000000,10.000000
1574467084,6506,9,7.166667,5,1.007220,7.000000,8.000000,9.000000,9.000000,9.000000,9.000000
1574467085,6531,9,6.440000,5,1.003328,6.000000,7.000000,8.700000,9.000000,9.000000,9.000000
1574467086,6556,9,6.160000,5,0.986577,6.000000,7.000000,8.400000,9.000000,9.000000,9.000000
1574467087,6581,5,4.440000,3,0.583095,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000
1574467088,6605,8,4.708333,3,0.999094,5.000000,5.000000,7.500000,8.000000,8.000000,8.000000
1574467089,6630,6,3.840000,2,0.943398,4.000000,4.500000,5.700000,6.000000,6.000000,6.000000
