t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1574464844,1434,3,2.240000,1,0.522813,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574464845,1459,12,3.440000,2,2.180978,3.000000,4.000000,10.800000,12.000000,12.000000,12.000000
1574464846,1484,5,3.240000,2,0.663325,3.000000,4.000000,4.700000,5.000000,5.000000,5.000000
1574464847,1508,4,3.166667,2,0.564660,3.000000,3.750000,4.000000,4.000000,4.000000,4.000000
1574464848,1533,5,3.640000,2,0.757188,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464849,1558,6,3.920000,2,0.996661,4.000000,5.000000,5.700000,6.000000,6.000000,6.000000
1574464850,1583,4,3.120000,2,0.600000,3.000000,3.500000,4.000000,4.000000,4.000000,4.000000
1574464851,1608,4,2.800000,2,0.707107,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574464852,1632,4,2.875000,2,0.740887,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574464853,1657,5,3.280000,2,0.890693,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464854,1682,7,4.920000,2,1.288410,5.000000,6.000000,6.700000,7.000000,7.000000,7.000000
1574464855,1707,7,4.760000,3,1.422439,5.000000,6.000000,7.000000,7.000000,7.000000,7.000000
1574464856,1731,6,3.916667,2,1.100066,4.000000,5.000000,5.750000,6.000000,6.000000,6.000000
1574464857,1756,6,5.280000,4,0.613732,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000
1574464858,1781,7,4.520000,3,1.004988,4.000000,5.000000,6.700000,7.000000,7.000000,7.000000
1574464859,1806,7,5.560000,4,0.711805,6.000000,6.000000,7.000000,7.000000,7.000000,7.000000
1574464860,1831,7,4.800000,3,1.080123,5.000000,5.500000,6.700000,7.000000,7.000000,7.000000
1574464861,1855,11,5.083333,4,1.411649,5.000000,5.000000,9.750000,11.000000,11.000000,11.000000
1574464862,1880,5,4.080000,2,0.909212,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000
1574464863,1905,5,3.680000,3,0.690411,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464864,1930,5,3.560000,2,0.820569,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464865,1955,5,4.560000,3,0.650641,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000
1574464866,1979,6,4.440000,4,0.583095,4.000000,5.000000,5.700000,6.000000,6.000000,6.000000
1574464867,2004,13,4.280000,3,2.092048,4.000000,5.000000,10.900000,13.000000,13.000000,13.000000
1574464868,2029,4,3.200000,3,0.408248,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574464869,2054,5,3.680000,2,0.748331,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464870,2079,4,2.800000,2,0.577350,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574464871,2103,4,3.083333,2,0.408248,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574464872,2128,5,2.520000,1,0.770281,2.000000,3.000000,4.400000,5.000000,5.000000,5.000000
1574464873,2153,3,2.400000,2,0.500000,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574464874,2178,8,3.160000,2,1.143095,3.000000,3.000000,6.800000,8.000000,8.000000,8.000000
1574464875,2202,7,4.500000,3,0.932505,4.000000,5.000000,6.750000,7.000000,7.000000,7.000000
1574464876,2227,6,5.040000,2,0.840635,5.000000,5.500000,6.000000,6.000000,6.000000,6.000000
1574464877,2252,6,4.600000,3,0.957427,5.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574464878,2277,6,3.960000,2,1.098484,4.000000,4.500000,6.000000,6.000000,6.000000,6.000000
1574464879,2302,8,3.120000,2,1.166190,3.000000,3.000000,6.800000,8.000000,8.000000,8.000000
1574464880,2326,6,4.083333,3,0.974308,4.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574464881,2351,10,4.440000,2,1.474223,4.000000,5.000000,8.800000,10.000000,10.000000,10.000000
1574464882,2376,6,4.680000,3,0.802081,5.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574464883,2401,6,4.160000,3,0.898146,4.000000,5.000000,5.700000,6.000000,6.000000,6.000000
1574464884,2425,8,4.833333,3,0.963087,5.000000,5.000000,7.500000,8.000000,8.000000,8.000000
1574464885,2450,7,4.960000,3,0.978093,5.000000,6.000000,6.700000,7.000000,7.000000,7.000000
1574464886,2475,7,4.520000,2,1.228821,5.000000,5.000000,6.700000,7.000000,7.000000,7.000000
1574464887,2500,5,3.360000,2,0.757188,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464888,2525,7,5.280000,4,1.021437,5.000000,6.000000,7.000000,7.000000,7.000000,7.000000
1574464889,2549,6,4.666667,2,0.963087,5.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574464890,2574,7,3.200000,1,1.825742,3.000000,5.000000,6.700000,7.000000,7.000000,7.000000
1574464891,2599,4,2.840000,2,0.624500,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574464892,2624,4,3.040000,1,0.934523,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1574464893,2648,7,2.625000,2,1.055524,2.000000,3.000000,6.000000,7.000000,7.000000,7.000000
1574464894,2673,5,3.520000,2,0.822598,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464895,2698,5,3.680000,2,0.900000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574464896,2723,9,5.880000,3,1.985783,6.000000,8.000000,9.000000,9.000000,9.000000,9.000000
1574464897,2748,10,8.240000,6,1.128421,9.000000,9.000000,9.700000,10.000000,10.000000,10.000000
1574464898,2772,8,5.625000,4,1.172604,6.000000,6.750000,7.750000,8.000000,8.000000,8.000000
1574464899,2797,8,5.840000,4,0.898146,6.000000,6.000000,7.700000,8.000000,8.000000,8.000000
1574464900,2822,9,4.680000,3,2.055886,4.000000,6.000000,9.000000,9.000000,9.000000,9.000000
1574464901,2847,12,7.400000,4,1.892969,8.000000,8.500000,11.400000,12.000000,12.000000,12.000000
1574464902,2871,9,7.000000,3,1.744557,8.000000,8.000000,9.000000,9.000000,9.000000,9.000000
1574464903,2896,7,4.760000,2,1.422439,5.000000,6.000000,7.000000,7.000000,7.000000,7.000000
1574464904,2921,12,3.880000,2,1.855622,3.000000,4.000000,9.900000,12.000000,12.000000,12.000000
1574464905,2946,6,4.080000,2,1.255654,4.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574464906,2971,8,5.840000,3,1.178983,6.000000,7.000000,7.700000,8.000000,8.000000,8.000000
1574464907,2995,20,5.041667,3,3.444961,4.000000,5.750000,16.750000,20.000000,20.000000,20.000000
1574464908,3020,11,7.360000,3,2.138535,8.000000,8.500000,10.700000,11.000000,11.000000,11.000000
1574464909,3045,16,8.840000,6,1.795364,9.000000,9.000000,14.500000,16.000000,16.000000,16.000000
1574464910,3070,11,9.520000,8,0.770281,10.000000,10.000000,11.000000,11.000000,11.000000,11.000000
1574464911,3094,18,11.958333,9,1.921937,12.000000,13.000000,17.250000,18.000000,18.000000,18.000000
1574464912,3119,16,12.720000,12,0.890693,13.000000,13.000000,15.400000,16.000000,16.000000,16.000000
1574464913,3144,15,12.600000,11,0.912871,13.000000,13.000000,14.700000,15.000000,15.000000,15.000000
1574464914,3169,13,10.840000,8,1.178983,11.000000,12.000000,12.700000,13.000000,13.000000,13.000000
1574464915,3194,14,9.000000,7,1.471960,9.000000,9.500000,13.100000,14.000000,14.000000,14.000000
1574464916,3218,11,9.208333,7,0.779028,9.000000,10.000000,10.750000,11.000000,11.000000,11.000000
1574464917,3243,11,10.120000,8,0.781025,10.000000,11.000000,11.000000,11.000000,11.000000,11.000000
1574464918,3268,11,9.560000,8,0.711805,10.000000,10.000000,10.700000,11.000000,11.000000,11.000000
1574464919,3293,12,10.400000,9,0.912871,10.000000,11.000000,12.000000,12.000000,12.000000,12.000000
1574464920,3318,14,11.160000,9,1.027943,11.000000,12.000000,13.400000,14.000000,14.000000,14.000000
1574464921,3342,19,13.208333,11,1.999547,13.000000,13.750000,19.000000,19.000000,19.000000,19.000000
1574464922,3367,20,15.520000,12,2.181742,16.000000,17.500000,19.400000,20.000000,20.000000,20.000000
1574464923,3392,15,12.360000,9,1.551344,12.000000,13.500000,15.000000,15.000000,15.000000,15.000000
1574464924,3416,24,19.375000,13,2.901461,20.000000,21.000000,24.000000,24.000000,24.000000,24.000000
1574464925,3441,30,27.480000,25,1.357694,28.000000,28.500000,29.700000,30.000000,30.000000,30.000000
1574464926,3466,32,29.120000,25,1.666333,29.000000,30.000000,32.000000,32.000000,32.000000,32.000000
1574464927,3491,37,33.680000,29,1.864582,34.000000,35.000000,36.700000,37.000000,37.000000,37.000000
1574464928,3515,42,38.720000,35,2.525206,39.000000,41.000000,42.000000,42.000000,42.000000,42.000000
1574464929,3540,48,43.760000,41,1.899123,43.000000,45.000000,48.000000,48.000000,48.000000,48.000000
1574464930,3564,59,53.416667,47,3.549852,53.500000,56.750000,58.750000,59.000000,59.000000,59.000000
1574464931,3589,80,70.400000,58,6.116916,71.000000,75.500000,79.700000,80.000000,80.000000,80.000000
1574464932,3613,100,89.875000,79,5.697540,90.000000,94.750000,99.250000,100.000000,100.000000,100.000000
1574464933,3637,120,109.875000,100,6.138351,109.000000,116.000000,119.750000,120.000000,120.000000,120.000000
1574464934,3661,145,131.958333,120,7.787834,132.000000,139.500000,144.750000,145.000000,145.000000,145.000000
1574464935,3685,175,159.791667,145,8.797130,159.000000,167.500000,174.500000,175.000000,175.000000,175.000000
1574464936,3709,212,194.708333,177,10.976176,194.500000,205.250000,211.500000,212.000000,212.000000,212.000000
1574464937,3733,257,235.125000,214,12.952463,234.500000,246.000000,256.250000,257.000000,257.000000,257.000000
1574464938,3757,304,280.125000,257,13.957428,280.000000,293.250000,303.000000,304.000000,304.000000,304.000000
1574464939,3780,356,330.304348,305,15.067831,330.000000,341.000000,355.000000,356.000000,356.000000,356.000000
1574464940,3803,411,383.043478,358,17.126477,382.000000,398.000000,410.200000,411.000000,411.000000,411.000000
1574464941,3827,473,443.625000,414,18.284735,443.500000,459.750000,472.500000,473.000000,473.000000,473.000000
1574464942,3850,546,510.086957,475,22.455842,509.000000,533.000000,545.000000,546.000000,546.000000,546.000000
1574464943,3873,619,583.173913,548,21.542035,583.000000,604.000000,618.200000,619.000000,619.000000,619.000000
1574464944,3896,692,656.739130,621,22.208142,657.000000,678.000000,691.200000,692.000000,692.000000,692.000000
1574464945,3919,775,736.000000,698,24.032175,737.000000,757.000000,774.400000,775.000000,775.000000,775.000000
1574464946,3941,863,821.500000,780,25.953713,821.500000,845.500000,862.700000,863.000000,863.000000,863.000000
1574464947,3964,955,910.217391,867,26.431655,911.000000,933.000000,954.000000,955.000000,955.000000,955.000000
1574464948,3986,1049,1004.045455,958,27.954857,1004.000000,1028.500000,1048.400000,1049.000000,1049.000000,1049.000000
1574464949,4008,1150,1100.545455,1054,29.535656,1099.000000,1126.500000,1148.950000,1150.000000,1150.000000,1150.000000
1574464950,4031,1257,1205.956522,1157,31.933850,1207.000000,1238.000000,1256.400000,1257.000000,1257.000000,1257.000000
1574464951,4052,1368,1314.857143,1260,33.505650,1315.000000,1344.000000,1367.500000,1368.000000,1368.000000,1368.000000
1574464952,4074,1490,1431.636364,1374,35.968962,1430.500000,1465.000000,1489.100000,1490.000000,1490.000000,1490.000000
1574464953,4096,1619,1557.363636,1495,38.049523,1558.000000,1590.000000,1617.800000,1619.000000,1619.000000,1619.000000
1574464954,4117,1746,1685.904762,1628,37.188580,1685.000000,1719.500000,1745.300000,1746.000000,1746.000000,1746.000000
1574464955,4139,1882,1816.909091,1751,40.367253,1817.500000,1851.250000,1881.250000,1882.000000,1882.000000,1882.000000
1574464956,4160,2017,1954.285714,1889,39.800933,1953.000000,1993.000000,2016.300000,2017.000000,2017.000000,2017.000000
1574464957,4182,2167,2094.818182,2022,44.262890,2095.500000,2132.500000,2165.800000,2167.000000,2167.000000,2167.000000
1574464958,4203,2311,2241.619048,2172,42.891114,2241.000000,2279.500000,2310.200000,2311.000000,2311.000000,2311.000000
1574464959,4224,2463,2391.285714,2318,44.367942,2392.000000,2431.000000,2462.200000,2463.000000,2463.000000,2463.000000
1574464960,4245,2619,2543.619048,2471,46.034201,2544.000000,2583.500000,2618.300000,2619.000000,2619.000000,2619.000000
1574464961,4266,2778,2701.952381,2625,46.941960,2703.000000,2742.500000,2777.200000,2778.000000,2778.000000,2778.000000
1574464962,4286,2932,2858.150000,2784,46.640027,2859.000000,2898.250000,2931.900000,2932.000000,2932.000000,2932.000000
1574464963,4307,3102,3020.619048,2940,49.946448,3021.000000,3063.500000,3101.200000,3102.000000,3102.000000,3102.000000
1574464964,4328,3275,3192.190476,3110,51.029030,3193.000000,3236.500000,3274.000000,3275.000000,3275.000000,3275.000000
1574464965,4348,3467,3370.300000,3285,53.854678,3369.500000,3415.500000,3465.950000,3467.000000,3467.000000,3467.000000
1574464966,4368,3639,3550.700000,3462,54.463025,3551.000000,3598.250000,3638.450000,3639.000000,3639.000000,3639.000000
1574464967,4388,3824,3736.450000,3646,54.833216,3737.500000,3785.750000,3823.550000,3824.000000,3824.000000,3824.000000
1574464968,4408,4015,3924.750000,3835,56.738435,3924.000000,3975.750000,4014.550000,4015.000000,4015.000000,4015.000000
1574464969,4428,4214,4118.550000,4026,58.128238,4118.000000,4169.750000,4213.350000,4214.000000,4214.000000,4214.000000
1574464970,4448,4418,4318.300000,4230,58.828117,4317.500000,4369.250000,4417.200000,4418.000000,4418.000000,4418.000000
1574464971,4468,4619,4520.650000,4422,61.359403,4520.500000,4575.750000,4618.450000,4619.000000,4619.000000,4619.000000
1574464972,4487,4819,4724.315789,4631,59.562341,4723.000000,4782.000000,4819.000000,4819.000000,4819.000000,4819.000000
1574464973,4507,5044,4938.700000,4833,65.334040,4938.000000,4995.000000,5043.400000,5044.000000,5044.000000,5044.000000
1574464974,4526,5259,5158.000000,5055,63.534767,5157.000000,5215.000000,5259.000000,5259.000000,5259.000000,5259.000000
1574464975,4546,5490,5380.700000,5272,69.048496,5381.000000,5439.500000,5489.950000,5490.000000,5490.000000,5490.000000
1574464976,4565,5712,5607.736842,5501,66.148690,5608.000000,5667.000000,5712.000000,5712.000000,5712.000000,5712.000000
1574464977,4584,5942,5833.684211,5726,68.146128,5832.000000,5894.000000,5942.000000,5942.000000,5942.000000,5942.000000
1574464978,4603,6171,6062.105263,5954,68.111750,6061.000000,6123.000000,6171.000000,6171.000000,6171.000000,6171.000000
1574464979,4622,6407,6297.105263,6185,70.341149,6296.000000,6370.000000,6407.000000,6407.000000,6407.000000,6407.000000
1574464980,4641,6649,6535.894737,6422,71.945886,6535.000000,6597.000000,6649.000000,6649.000000,6649.000000,6649.000000
1574464981,4659,6882,6772.777778,6663,68.940346,6773.500000,6834.000000,6882.000000,6882.000000,6882.000000,6882.000000
1574464982,4678,7135,7016.473684,6897,73.957472,7019.000000,7083.000000,7135.000000,7135.000000,7135.000000,7135.000000
1574464983,4697,7390,7269.315789,7149,76.167252,7281.000000,7338.000000,7390.000000,7390.000000,7390.000000,7390.000000
1574464984,4715,7636,7520.833333,7405,72.841690,7520.000000,7586.000000,7636.000000,7636.000000,7636.000000,7636.000000
1574464985,4734,7902,7776.105263,7651,79.039297,7774.000000,7845.000000,7902.000000,7902.000000,7902.000000,7902.000000
1574464986,4752,8157,8037.777778,7915,76.253876,8039.500000,8104.000000,8157.000000,8157.000000,8157.000000,8157.000000
1574464987,4770,8412,8291.000000,8169,76.441442,8292.000000,8357.750000,8412.000000,8412.000000,8412.000000,8412.000000
1574464988,4787,8625,8538.176471,8430,65.173073,8543.000000,8603.500000,8625.000000,8625.000000,8625.000000,8625.000000
