t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1574467967,2154,3,1.840000,1,0.624500,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467968,2178,2,1.541667,1,0.508977,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467969,2203,2,1.360000,1,0.489898,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467970,2228,2,1.480000,1,0.509902,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467971,2253,3,1.680000,1,0.556776,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574467972,2278,3,2.280000,1,0.678233,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467973,2302,3,1.666667,1,0.564660,2.000000,2.000000,2.750000,3.000000,3.000000,3.000000
1574467974,2327,3,1.840000,1,0.553775,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467975,2352,3,2.720000,2,0.458258,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467976,2377,3,1.840000,1,0.687992,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467977,2402,13,2.400000,1,2.309401,2.000000,2.500000,10.000000,13.000000,13.000000,13.000000
1574467978,2426,4,2.750000,2,0.531610,3.000000,3.000000,3.750000,4.000000,4.000000,4.000000
1574467979,2451,3,1.920000,1,0.493288,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467980,2476,6,1.680000,1,1.029563,2.000000,2.000000,4.800000,6.000000,6.000000,6.000000
1574467981,2501,9,2.360000,1,1.680278,2.000000,2.500000,7.800000,9.000000,9.000000,9.000000
1574467982,2526,4,2.480000,1,0.770281,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574467983,2550,7,1.625000,1,1.244553,1.000000,2.000000,5.750000,7.000000,7.000000,7.000000
1574467984,2575,7,1.800000,1,1.190238,2.000000,2.000000,5.500000,7.000000,7.000000,7.000000
1574467985,2600,9,2.360000,1,1.551344,2.000000,3.000000,7.200000,9.000000,9.000000,9.000000
1574467986,2625,5,2.760000,2,0.830662,3.000000,3.000000,5.000000,5.000000,5.000000,5.000000
1574467987,2650,14,2.120000,1,2.521904,2.000000,2.000000,10.400000,14.000000,14.000000,14.000000
1574467988,2675,3,2.320000,2,0.476095,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574467989,2699,14,4.666667,2,3.212295,4.000000,6.000000,13.750000,14.000000,14.000000,14.000000
1574467990,2724,7,3.520000,2,1.084743,3.000000,4.000000,6.400000,7.000000,7.000000,7.000000
1574467991,2749,8,4.960000,4,1.059874,5.000000,5.000000,7.700000,8.000000,8.000000,8.000000
1574467992,2773,9,5.666667,4,1.372610,6.000000,6.750000,8.750000,9.000000,9.000000,9.000000
1574467993,2798,8,4.760000,4,0.969536,5.000000,5.000000,7.700000,8.000000,8.000000,8.000000
1574467994,2823,9,4.720000,1,2.557994,5.000000,7.000000,9.000000,9.000000,9.000000,9.000000
1574467995,2848,3,1.760000,1,0.597216,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467996,2873,2,1.600000,1,0.500000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574467997,2897,7,2.583333,1,1.248187,2.000000,3.000000,6.250000,7.000000,7.000000,7.000000
1574467998,2922,3,2.040000,1,0.454606,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574467999,2947,4,1.840000,1,0.746101,2.000000,2.000000,3.700000,4.000000,4.000000,4.000000
1574468000,2972,7,2.480000,1,1.294862,2.000000,3.000000,6.100000,7.000000,7.000000,7.000000
1574468001,2997,5,2.840000,1,1.404754,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574468002,3021,7,3.750000,2,1.539339,3.000000,5.000000,6.750000,7.000000,7.000000,7.000000
1574468003,3046,5,3.480000,2,0.918332,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574468004,3071,3,2.200000,1,0.577350,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468005,3096,4,2.720000,2,0.541603,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468006,3120,2,1.583333,1,0.503610,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468007,3145,2,1.720000,1,0.458258,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468008,3170,2,1.760000,1,0.435890,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468009,3195,2,1.600000,1,0.500000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468010,3220,2,1.800000,1,0.408248,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468011,3244,3,1.916667,1,0.653863,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468012,3269,4,2.160000,1,0.687992,2.000000,2.500000,3.700000,4.000000,4.000000,4.000000
1574468013,3294,4,2.400000,2,0.645497,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574468014,3319,4,3.160000,2,0.624500,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000
1574468015,3343,3,2.791667,2,0.414851,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468016,3368,5,3.080000,2,0.759386,3.000000,3.500000,4.700000,5.000000,5.000000,5.000000
1574468017,3393,6,4.120000,2,1.013246,4.000000,5.000000,5.700000,6.000000,6.000000,6.000000
1574468018,3418,4,2.360000,1,0.637704,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468019,3443,3,2.320000,1,0.556776,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468020,3467,2,1.458333,1,0.508977,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468021,3492,12,2.240000,1,2.107131,2.000000,2.000000,9.300000,12.000000,12.000000,12.000000
1574468022,3517,3,1.720000,1,0.613732,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468023,3542,3,1.800000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468024,3567,3,1.720000,1,0.541603,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468025,3592,3,1.840000,1,0.553775,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468026,3616,2,1.500000,1,0.510754,1.500000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468027,3641,2,1.400000,1,0.500000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468028,3666,2,1.440000,1,0.506623,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468029,3691,2,1.400000,1,0.500000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468030,3716,2,1.480000,1,0.509902,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468031,3741,2,1.240000,1,0.435890,1.000000,1.500000,2.000000,2.000000,2.000000,2.000000
1574468032,3765,2,1.458333,1,0.508977,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468033,3790,2,1.640000,1,0.489898,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468034,3815,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468035,3840,6,1.960000,1,1.059874,2.000000,2.000000,5.100000,6.000000,6.000000,6.000000
1574468036,3865,3,1.960000,1,0.454606,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468037,3889,3,1.833333,1,0.637022,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468038,3914,4,2.600000,1,0.645497,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468039,3939,3,1.960000,1,0.351188,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468040,3964,4,1.960000,1,0.734847,2.000000,2.000000,3.700000,4.000000,4.000000,4.000000
1574468041,3989,2,1.640000,1,0.489898,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468042,4013,2,1.666667,1,0.481543,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468043,4038,2,1.440000,1,0.506623,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468044,4063,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468045,4088,2,1.640000,1,0.489898,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468046,4113,2,1.560000,1,0.506623,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468047,4138,2,1.800000,1,0.408248,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468048,4162,2,1.666667,1,0.481543,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468049,4187,3,1.880000,1,0.525991,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468050,4212,4,2.680000,2,0.556776,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468051,4237,4,2.600000,2,0.577350,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468052,4262,3,2.160000,1,0.746101,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468053,4286,6,3.958333,2,1.334465,4.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574468054,4311,7,4.520000,2,1.475353,5.000000,5.500000,7.000000,7.000000,7.000000,7.000000
1574468055,4336,13,2.200000,1,2.291288,2.000000,2.000000,9.700000,13.000000,13.000000,13.000000
1574468056,4361,3,2.000000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468057,4386,5,1.840000,1,0.800000,2.000000,2.000000,4.100000,5.000000,5.000000,5.000000
1574468058,4410,3,1.875000,1,0.797414,2.000000,2.750000,3.000000,3.000000,3.000000,3.000000
1574468059,4435,5,2.000000,1,0.816497,2.000000,2.000000,4.400000,5.000000,5.000000,5.000000
1574468060,4460,5,3.000000,1,0.912871,3.000000,4.000000,4.700000,5.000000,5.000000,5.000000
1574468061,4485,11,3.120000,2,1.855622,3.000000,3.000000,9.500000,11.000000,11.000000,11.000000
1574468062,4509,4,2.125000,1,0.797414,2.000000,3.000000,3.750000,4.000000,4.000000,4.000000
1574468063,4534,3,1.680000,1,0.627163,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468064,4559,5,2.800000,2,0.763763,3.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574468065,4584,5,3.200000,2,0.866025,3.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574468066,4609,3,1.960000,1,0.675771,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468067,4633,4,2.541667,1,0.721060,3.000000,3.000000,3.750000,4.000000,4.000000,4.000000
1574468068,4658,8,3.560000,2,1.293574,3.000000,4.000000,7.100000,8.000000,8.000000,8.000000
1574468069,4683,5,2.720000,2,0.737111,3.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574468070,4708,4,2.080000,1,0.759386,2.000000,2.500000,3.700000,4.000000,4.000000,4.000000
1574468071,4733,4,2.440000,1,0.916515,2.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574468072,4758,3,1.880000,1,0.600000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468073,4783,4,2.640000,1,0.637704,3.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468074,4807,3,2.041667,1,0.690253,2.000000,2.750000,3.000000,3.000000,3.000000,3.000000
1574468075,4832,5,2.320000,1,0.945163,2.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574468076,4857,4,2.360000,2,0.568624,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468077,4882,3,2.000000,1,0.500000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468078,4907,3,1.920000,1,0.640312,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468079,4931,5,3.875000,1,0.899879,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574468080,4956,5,3.280000,1,1.275408,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574468081,4981,8,3.160000,2,1.178983,3.000000,3.000000,6.800000,8.000000,8.000000,8.000000
1574468082,5006,3,1.600000,1,0.577350,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468083,5030,3,1.791667,1,0.588230,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468084,5055,3,2.000000,1,0.645497,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468085,5080,3,1.480000,1,0.585947,1.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468086,5105,3,1.760000,1,0.597216,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468087,5130,9,2.680000,1,1.464013,3.000000,3.000000,7.200000,9.000000,9.000000,9.000000
1574468088,5154,4,2.916667,2,0.503610,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574468089,5179,4,2.120000,1,0.725718,2.000000,2.500000,3.700000,4.000000,4.000000,4.000000
1574468090,5204,3,2.560000,2,0.506623,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468091,5229,3,2.040000,1,0.538516,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468092,5254,3,1.640000,1,0.568624,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468093,5279,3,2.240000,1,0.597216,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468094,5303,4,2.708333,2,0.550033,3.000000,3.000000,3.750000,4.000000,4.000000,4.000000
1574468095,5328,3,2.000000,1,0.500000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468096,5353,8,2.240000,1,1.331666,2.000000,2.000000,6.500000,8.000000,8.000000,8.000000
1574468097,5378,3,1.800000,1,0.577350,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468098,5403,3,1.960000,1,0.611010,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468099,5428,2,1.680000,1,0.476095,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468100,5452,9,2.333333,1,1.522774,2.000000,2.000000,7.500000,9.000000,9.000000,9.000000
1574468101,5477,3,2.440000,2,0.506623,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468102,5502,4,2.440000,1,0.711805,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468103,5527,9,1.720000,1,1.620699,1.000000,2.000000,7.200000,9.000000,9.000000,9.000000
1574468104,5552,5,2.480000,1,0.871780,2.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574468105,5576,5,2.541667,2,0.721060,2.000000,3.000000,4.500000,5.000000,5.000000,5.000000
1574468106,5601,2,1.520000,1,0.509902,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468107,5626,5,1.800000,1,0.816497,2.000000,2.000000,4.100000,5.000000,5.000000,5.000000
1574468108,5651,4,2.360000,1,0.637704,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468109,5676,10,3.000000,1,1.658312,3.000000,3.000000,8.200000,10.000000,10.000000,10.000000
1574468110,5701,4,2.400000,1,0.707107,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468111,5725,11,2.250000,1,2.026992,2.000000,2.000000,9.500000,11.000000,11.000000,11.000000
1574468112,5750,3,2.480000,2,0.509902,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468113,5775,5,2.640000,1,0.860233,3.000000,3.000000,4.700000,5.000000,5.000000,5.000000
1574468114,5800,6,3.000000,1,1.354006,3.000000,4.000000,5.700000,6.000000,6.000000,6.000000
1574468115,5825,5,1.880000,1,0.971253,2.000000,2.000000,4.400000,5.000000,5.000000,5.000000
1574468116,5849,3,1.833333,1,0.637022,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468117,5874,3,1.640000,1,0.568624,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468118,5899,4,1.920000,1,0.759386,2.000000,2.000000,3.700000,4.000000,4.000000,4.000000
1574468119,5924,4,2.600000,2,0.645497,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574468120,5948,5,3.083333,2,0.717282,3.000000,3.000000,4.750000,5.000000,5.000000,5.000000
1574468121,5973,4,2.520000,2,0.585947,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468122,5998,6,2.120000,1,0.927362,2.000000,2.000000,5.100000,6.000000,6.000000,6.000000
1574468123,6023,5,2.480000,1,0.871780,3.000000,3.000000,4.400000,5.000000,5.000000,5.000000
1574468124,6048,5,3.720000,2,0.791623,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000
1574468125,6073,11,5.080000,2,1.552417,5.000000,5.500000,9.500000,11.000000,11.000000,11.000000
1574468126,6097,6,5.080000,4,0.702377,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000
1574468127,6122,6,3.400000,1,1.658312,3.000000,5.000000,6.000000,6.000000,6.000000,6.000000
1574468128,6147,3,1.760000,1,0.522813,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468129,6172,3,1.880000,1,0.525991,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468130,6197,4,2.280000,1,0.613732,2.000000,3.000000,3.700000,4.000000,4.000000,4.000000
1574468131,6221,4,2.833333,1,0.701964,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000
1574468132,6246,3,2.280000,1,0.613732,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468133,6271,3,1.920000,1,0.640312,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468134,6296,5,2.520000,1,1.084743,2.000000,3.000000,5.000000,5.000000,5.000000,5.000000
1574468135,6321,7,3.640000,1,2.059126,3.000000,6.000000,7.000000,7.000000,7.000000,7.000000
1574468136,6345,14,2.250000,1,2.591793,2.000000,2.000000,11.250000,14.000000,14.000000,14.000000
1574468137,6370,3,1.880000,1,0.600000,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468138,6395,2,1.600000,1,0.500000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468139,6420,29,2.680000,1,5.505452,2.000000,2.000000,20.900000,29.000000,29.000000,29.000000
1574468140,6445,2,1.600000,1,0.500000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468141,6470,2,1.640000,1,0.489898,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1574468142,6494,3,1.500000,1,0.589768,1.000000,2.000000,2.750000,3.000000,3.000000,3.000000
1574468143,6519,3,1.680000,1,0.556776,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468144,6544,3,1.680000,1,0.556776,2.000000,2.000000,2.700000,3.000000,3.000000,3.000000
1574468145,6569,3,2.200000,1,0.577350,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000
1574468146,6594,3,1.920000,1,0.571548,2.000000,2.000000,3.000000,3.000000,3.000000,3.000000
1574468147,6619,5,1.760000,1,0.830662,2.000000,2.000000,4.100000,5.000000,5.000000,5.000000
1574468148,6643,3,2.666667,2,0.481543,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000
