initial_timestamp,duration
1574455557616,1
1574455557656,2
1574455557697,2
1574455557737,2
1574455557778,2
1574455557818,3
1574455557859,1
1574455557899,2
1574455557940,2
1574455557981,2
1574455558021,2
1574455558062,2
1574455558102,2
1574455558143,1
1574455558183,2
1574455558224,1
1574455558264,2
1574455558304,2
1574455558345,2
1574455558385,3
1574455558426,1
1574455558466,2
1574455558507,2
1574455558547,2
1574455558588,1
1574455558628,2
1574455558669,1
1574455558709,2
1574455558750,1
1574455558790,2
1574455558831,2
1574455558871,2
1574455558912,2
1574455558952,2
1574455558993,2
1574455559034,1
1574455559074,2
1574455559114,2
1574455559155,2
1574455559195,2
1574455559236,2
1574455559277,2
1574455559317,2
1574455559357,2
1574455559398,2
1574455559438,2
1574455559479,1
1574455559519,1
1574455559560,1
1574455559600,2
1574455559640,2
1574455559681,1
1574455559721,2
1574455559762,2
1574455559802,2
1574455559843,1
1574455559883,2
1574455559924,2
1574455559964,2
1574455560005,2
1574455560045,3
1574455560086,2
1574455560126,3
1574455560167,3
1574455560208,2
1574455560248,2
1574455560289,1
1574455560329,2
1574455560370,1
1574455560410,2
1574455560451,1
1574455560491,2
1574455560532,1
1574455560572,2
1574455560613,1
1574455560653,2
1574455560694,1
1574455560734,2
1574455560775,2
1574455560815,3
1574455560856,1
1574455560896,2
1574455560936,2
1574455560977,2
1574455561017,2
1574455561058,1
1574455561098,2
1574455561139,1
1574455561179,2
1574455561220,1
1574455561260,2
1574455561300,2
1574455561341,1
1574455561381,2
1574455561422,2
1574455561462,2
1574455561503,2
1574455561543,2
1574455561584,2
1574455561624,3
1574455561665,2
1574455561705,3
1574455561746,2
1574455561786,2
1574455561827,2
1574455561867,2
1574455561908,1
1574455561948,2
1574455561989,1
1574455562029,2
1574455562069,2
1574455562110,2
1574455562151,2
1574455562191,2
1574455562232,1
1574455562272,2
1574455562313,1
1574455562353,3
1574455562394,2
1574455562434,2
1574455562475,2
1574455562516,1
1574455562556,2
1574455562596,2
1574455562637,2
1574455562678,1
1574455562718,2
1574455562759,1
1574455562799,2
1574455562840,1
1574455562880,2
1574455562921,2
1574455562961,2
1574455563002,2
1574455563042,2
1574455563083,2
1574455563124,2
1574455563164,2
1574455563205,1
1574455563245,2
1574455563286,2
1574455563326,2
1574455563366,3
1574455563407,2
1574455563447,3
1574455563488,2
1574455563529,2
1574455563569,2
1574455563610,1
1574455563650,2
1574455563690,2
1574455563731,2
1574455563772,1
1574455563812,2
1574455563853,2
1574455563893,2
1574455563934,2
1574455563974,2
1574455564015,2
1574455564055,3
1574455564096,3
1574455564136,2
1574455564177,2
1574455564217,2
1574455564258,1
1574455564298,3
1574455564339,2
1574455564379,2
1574455564420,2
1574455564460,2
1574455564501,2
1574455564541,2
1574455564582,2
1574455564622,2
1574455564663,2
1574455564703,2
1574455564744,2
1574455564785,2
1574455564825,2
1574455564866,2
1574455564906,2
1574455564947,2
1574455564987,3
1574455565028,2
1574455565068,2
1574455565109,2
1574455565149,2
1574455565190,2
1574455565230,2
1574455565271,2
1574455565311,2
1574455565359,2
1574455565399,2
1574455565440,1
1574455565480,2
1574455565520,2
1574455565561,1
1574455565601,2
1574455565642,1
1574455565682,2
1574455565722,2
1574455565763,1
1574455565803,2
1574455565844,2
1574455565884,2
1574455565925,2
1574455565965,2
1574455566006,1
1574455566046,2
1574455566087,1
1574455566127,2
1574455566167,2
1574455566208,2
1574455566249,1
1574455566289,2
1574455566330,1
1574455566370,2
1574455566410,2
1574455566451,1
1574455566492,1
1574455566532,2
1574455566573,1
1574455566613,2
1574455566654,1
1574455566694,1
1574455566734,2
1574455566775,1
1574455566815,2
1574455566856,1
1574455566896,1
1574455566936,2
1574455566977,1
1574455567017,2
1574455567058,1
1574455567098,1
1574455567138,2
1574455567179,1
1574455567219,2
1574455567259,2
1574455567300,1
1574455567340,2
1574455567381,1
1574455567421,2
1574455567461,2
1574455567502,2
1574455567543,2
1574455567583,2
1574455567623,3
1574455567664,2
1574455567704,3
1574455567745,3
1574455567785,2
1574455567825,2
1574455567866,1
1574455567906,2
1574455567947,1
1574455567987,2
1574455568027,2
1574455568068,2
1574455568108,2
1574455568148,2
1574455568189,2
1574455568229,2
1574455568270,1
1574455568310,2
1574455568350,2
1574455568391,1
1574455568431,2
1574455568471,2
1574455568512,2
1574455568552,2
1574455568593,1
1574455568633,2
1574455568674,2
1574455568714,2
1574455568754,2
1574455568795,2
1574455568835,2
1574455568876,2
1574455568916,2
1574455568957,2
1574455568997,2
1574455569038,1
1574455569078,2
1574455569119,1
1574455569159,2
1574455569199,2
1574455569240,2
1574455569280,2
1574455569321,2
1574455569361,2
1574455569402,1
1574455569442,2
1574455569483,1
1574455569523,2
1574455569564,1
1574455569604,2
1574455569644,2
1574455569685,1
1574455569725,2
1574455569766,1
1574455569806,2
1574455569847,1
1574455569887,2
1574455569928,1
1574455569968,2
1574455570009,1
1574455570049,2
1574455570090,1
1574455570130,2
1574455570170,2
1574455570211,2
1574455570251,2
1574455570292,1
1574455570332,2
1574455570373,2
1574455570413,2
1574455570454,1
1574455570494,2
1574455570535,1
1574455570575,2
1574455570615,2
1574455570656,2
1574455570696,2
1574455570737,1
1574455570777,2
1574455570818,2
1574455570858,2
1574455570899,2
1574455570939,2
1574455570980,2
1574455571020,2
1574455571061,1
1574455571101,2
1574455571142,2
1574455571182,2
1574455571222,2
1574455571263,2
1574455571303,2
1574455571344,2
1574455571384,2
1574455571425,1
1574455571465,2
1574455571506,1
1574455571546,2
1574455571587,2
1574455571627,2
1574455571668,1
1574455571708,2
1574455571748,2
1574455571789,2
1574455571829,2
1574455571870,1
1574455571910,2
1574455571951,1
1574455571991,2
1574455572032,1
1574455572072,2
1574455572112,2
1574455572153,1
1574455572193,2
1574455572234,1
1574455572274,2
1574455572314,2
1574455572355,1
1574455572395,2
1574455572436,1
1574455572476,2
1574455572517,1
1574455572557,1
1574455572597,2
1574455572638,1
1574455572678,2
1574455572718,2
1574455572759,1
1574455572799,2
1574455572840,2
1574455572880,2
1574455572920,2
1574455572961,1
1574455573001,1
1574455573041,2
1574455573082,1
1574455573122,2
1574455573163,1
1574455573203,1
1574455573243,2
1574455573284,1
1574455573324,1
1574455573364,2
1574455573405,1
1574455573445,2
1574455573485,2
1574455573526,1
1574455573566,2
1574455573607,1
1574455573647,2
1574455573688,1
1574455573728,1
1574455573768,2
1574455573809,1
1574455573849,1
1574455573890,1
1574455573930,2
1574455573970,2
1574455574011,2
1574455574051,2
1574455574092,1
1574455574132,2
1574455574172,2
1574455574213,1
1574455574253,2
1574455574294,2
1574455574334,2
1574455574375,1
1574455574415,2
1574455574455,2
1574455574496,1
1574455574536,2
1574455574576,2
1574455574617,2
1574455574657,2
1574455574698,1
1574455574738,2
1574455574778,2
1574455574819,1
1574455574859,1
1574455574899,2
1574455574940,1
1574455574980,2
1574455575020,2
1574455575061,1
1574455575101,2
1574455575142,1
1574455575182,2
1574455575223,1
1574455575263,4
1574455575303,2
1574455575344,1
1574455575384,2
1574455575425,1
1574455575465,2
1574455575506,2
1574455575546,2
1574455575587,1
1574455575627,2
1574455575668,13
1574455575708,2
1574455575749,1
1574455575789,1
1574455575829,2
1574455575869,2
1574455575910,2
1574455575950,2
1574455575991,1
1574455576031,2
1574455576071,2
1574455576112,1
1574455576152,2
1574455576192,2
1574455576233,2
1574455576273,2
1574455576314,1
1574455576354,1
1574455576394,2
1574455576435,1
1574455576475,1
1574455576515,2
1574455576556,1
1574455576596,2
1574455576636,2
1574455576677,1
1574455576717,2
1574455576758,1
1574455576798,2
1574455576838,2
1574455576879,1
1574455576919,2
1574455576959,2
1574455577000,1
1574455577040,2
1574455577080,2
1574455577121,2
1574455577161,2
1574455577202,2
1574455577242,2
1574455577282,3
1574455577323,1
1574455577363,2
1574455577404,1
1574455577444,1
1574455577484,2
1574455577525,1
1574455577565,2
1574455577605,2
1574455577646,2
1574455577686,2
1574455577727,1
1574455577767,2
1574455577807,2
1574455577848,1
1574455577888,2
1574455577928,2
1574455577969,1
1574455578009,2
1574455578050,1
1574455578090,1
1574455578130,2
1574455578171,1
1574455578211,1
1574455578251,2
1574455578292,1
1574455578332,2
1574455578372,2
1574455578413,1
1574455578453,2
1574455578494,1
1574455578534,2
1574455578574,2
1574455578615,2
1574455578655,2
1574455578696,2
1574455578736,2
1574455578776,2
1574455578817,1
1574455578857,2
1574455578897,2
1574455578938,1
1574455578978,2
1574455579019,1
1574455579059,1
1574455579099,2
1574455579139,2
1574455579180,1
1574455579220,1
1574455579260,2
1574455579301,1
1574455579341,2
1574455579381,2
1574455579422,2
1574455579462,1
1574455579502,2
1574455579543,1
1574455579583,2
1574455579623,3
1574455579664,2
1574455579704,2
1574455579744,2
1574455579785,1
1574455579825,2
1574455579865,2
1574455579906,1
1574455579946,2
1574455579986,2
1574455580027,1
1574455580067,1
1574455580108,1
1574455580148,1
1574455580188,2
1574455580228,2
1574455580269,1
1574455580309,2
1574455580349,2
1574455580390,1
1574455580430,2
1574455580471,1
1574455580511,2
1574455580551,2
1574455580591,2
1574455580632,2
1574455580672,2
1574455580713,1
1574455580753,2
1574455580793,2
1574455580834,2
1574455580874,2
1574455580914,15
1574455580955,1
1574455580995,2
1574455581036,2
1574455581076,1
1574455581116,2
1574455581156,2
1574455581197,1
1574455581237,2
1574455581277,2
1574455581318,1
1574455581358,2
1574455581399,1
1574455581439,1
1574455581479,2
1574455581520,1
1574455581560,1
1574455581600,2
1574455581641,1
1574455581681,2
1574455581721,2
1574455581762,1
1574455581802,1
1574455581842,2
1574455581883,2
1574455581923,2
1574455581963,2
1574455582004,1
1574455582044,2
1574455582085,1
1574455582125,1
1574455582165,2
1574455582206,1
1574455582246,2
1574455582286,2
1574455582327,1
1574455582367,2
1574455582408,1
1574455582448,2
1574455582488,2
1574455582529,1
1574455582569,2
1574455582609,2
1574455582650,1
1574455582690,2
1574455582730,2
1574455582771,1
1574455582811,1
1574455582851,2
1574455582892,1
1574455582932,2
1574455582972,2
1574455583013,1
1574455583053,2
1574455583093,2
1574455583134,1
1574455583174,1
1574455583214,2
1574455583255,1
1574455583295,2
1574455583335,2
1574455583376,1
1574455583416,2
1574455583456,2
1574455583496,2
1574455583537,1
1574455583577,1
1574455583617,2
1574455583658,1
1574455583698,1
1574455583738,3
1574455583779,2
1574455583819,3
1574455583860,1
1574455583900,3
1574455583940,2
1574455583981,2
1574455584021,2
1574455584062,2
1574455584102,2
1574455584142,2
1574455584183,2
1574455584223,2
1574455584264,2
1574455584304,3
1574455584345,2
1574455584385,1
1574455584425,2
1574455584465,3
1574455584506,2
1574455584546,2
1574455584587,1
1574455584627,2
1574455584667,2
1574455584708,1
1574455584748,2
1574455584788,2
1574455584829,1
1574455584869,2
1574455584909,2
1574455584950,1
1574455584990,2
1574455585030,2
1574455585071,1
1574455585111,2
1574455585151,2
1574455585192,1
1574455585232,1
1574455585272,2
1574455585313,1
1574455585353,2
1574455585393,2
1574455585434,1
1574455585474,2
1574455585514,2
1574455585555,2
1574455585595,2
1574455585635,2
1574455585676,2
1574455585716,2
1574455585757,12
1574455585797,2
1574455585838,1
1574455585878,2
1574455585918,2
1574455585959,1
1574455585999,2
1574455586040,2
1574455586080,2
1574455586120,3
1574455586160,2
1574455586201,1
1574455586241,2
1574455586281,2
1574455586322,2
1574455586362,2
1574455586402,2
1574455586443,1
1574455586483,2
1574455586523,3
1574455586564,2
1574455586604,2
1574455586644,2
1574455586685,2
1574455586725,2
1574455586765,2
1574455586806,1
1574455586846,1
1574455586886,2
1574455586926,2
1574455586967,2
1574455587007,3
1574455587047,3
1574455587088,2
1574455587128,2
1574455587168,2
1574455587209,2
1574455587249,2
1574455587289,2
1574455587330,1
1574455587370,2
1574455587410,2
1574455587451,1
1574455587491,1
1574455587531,2
1574455587572,1
1574455587612,1
1574455587652,2
1574455587693,1
1574455587733,2
1574455587773,2
1574455587814,1
1574455587854,1
1574455587894,2
1574455587935,1
1574455587975,2
1574455588015,2
1574455588056,1
1574455588096,1
1574455588136,2
1574455588176,2
1574455588217,1
1574455588257,2
1574455588297,2
1574455588338,1
1574455588378,1
1574455588418,2
1574455588459,1
1574455588499,2
1574455588539,2
1574455588580,1
1574455588620,1
1574455588660,1
1574455588701,1
1574455588741,1
1574455588781,2
1574455588821,2
1574455588862,2
1574455588902,2
1574455588942,2
1574455588983,1
1574455589023,2
1574455589064,1
1574455589104,1
1574455589144,2
1574455589185,1
1574455589225,2
1574455589265,2
1574455589305,3
1574455589346,1
1574455589386,2
1574455589426,2
1574455589467,1
1574455589507,2
1574455589547,2
1574455589588,1
1574455589628,1
1574455589668,2
1574455589709,1
1574455589749,2
1574455589789,2
1574455589829,3
1574455589870,1
1574455589910,2
1574455589950,2
1574455589991,1
1574455590031,1
1574455590071,2
1574455590112,1
1574455590152,2
1574455590192,2
1574455590233,1
1574455590273,1
1574455590313,2
1574455590354,1
1574455590394,1
1574455590434,2
1574455590475,1
1574455590515,2
1574455590555,3
1574455590596,2
1574455590636,2
1574455590676,2
1574455590717,1
1574455590757,1
1574455590797,2
1574455590838,2
1574455590878,2
1574455590918,2
1574455590959,2
1574455590999,2
1574455591039,2
1574455591079,2
1574455591120,1
1574455591160,2
1574455591200,2
1574455591241,2
1574455591281,2
1574455591321,3
1574455591362,1
1574455591402,1
1574455591442,2
1574455591483,2
1574455591523,1
1574455591563,2
1574455591604,1
1574455591644,2
1574455591685,2
1574455591725,2
1574455591765,2
1574455591806,1
1574455591846,2
1574455591886,2
1574455591927,1
1574455591967,1
1574455592007,2
1574455592048,1
1574455592088,1
1574455592128,2
1574455592169,1
1574455592209,2
1574455592249,1
1574455592290,1
1574455592330,1
1574455592370,2
1574455592411,1
1574455592451,2
1574455592491,2
1574455592532,1
1574455592572,2
1574455592612,2
1574455592653,1
1574455592693,1
1574455592733,2
1574455592773,2
1574455592814,1
1574455592854,2
1574455592894,2
1574455592935,1
1574455592975,2
1574455593015,2
1574455593056,1
1574455593096,2
1574455593136,2
1574455593177,1
1574455593217,2
1574455593257,2
1574455593298,1
1574455593338,1
1574455593378,2
1574455593419,2
1574455593459,1
1574455593499,1
1574455593539,2
1574455593580,2
1574455593620,1
1574455593660,2
1574455593701,1
1574455593741,1
1574455593781,2
1574455593822,1
1574455593862,1
1574455593902,2
1574455593943,1
1574455593983,2
1574455594023,2
1574455594064,1
1574455594104,1
1574455594144,2
1574455594185,1
1574455594225,2
1574455594266,1
1574455594306,2
1574455594346,2
1574455594387,1
1574455594427,2
1574455594467,2
1574455594508,1
1574455594548,1
1574455594588,2
1574455594628,2
1574455594669,2
1574455594709,2
1574455594749,3
1574455594790,2
1574455594830,2
1574455594870,2
1574455594910,3
1574455594951,2
1574455594991,2
1574455595031,2
1574455595072,1
1574455595112,1
1574455595152,2
1574455595193,1
1574455595233,1
1574455595273,2
1574455595313,2
1574455595354,1
1574455595394,2
1574455595434,2
1574455595475,1
1574455595515,1
1574455595555,1
1574455595595,2
1574455595636,1
1574455595676,1
1574455595716,2
1574455595756,2
1574455595797,1
1574455595837,1
1574455595877,2
1574455595918,1
1574455595958,1
1574455595998,2
1574455596038,2
1574455596079,2
1574455596119,2
1574455596159,2
1574455596200,1
1574455596240,1
1574455596280,1
1574455596320,2
1574455596361,1
1574455596401,1
1574455596441,2
1574455596482,1
1574455596522,1
1574455596562,2
1574455596602,2
1574455596643,2
1574455596683,2
1574455596724,1
1574455596764,1
1574455596804,2
1574455596845,1
1574455596885,1
1574455596925,2
1574455596966,1
1574455597006,1
1574455597046,2
1574455597086,2
1574455597127,1
1574455597167,2
1574455597207,2
1574455597248,1
1574455597288,1
1574455597328,2
1574455597369,1
1574455597409,1
1574455597449,2
1574455597490,1
1574455597530,1
1574455597570,2
1574455597610,2
1574455597651,1
1574455597691,2
1574455597731,2
1574455597772,2
1574455597812,1
1574455597852,2
1574455597892,2
1574455597933,2
1574455597973,2
1574455598013,2
1574455598054,2
1574455598094,2
1574455598134,2
1574455598175,1
1574455598215,1
1574455598255,2
1574455598295,2
1574455598336,1
1574455598376,2
1574455598416,2
1574455598457,1
1574455598497,1
1574455598537,1
1574455598577,2
1574455598618,1
1574455598658,1
1574455598698,2
1574455598739,1
1574455598779,1
1574455598819,2
1574455598859,2
1574455598900,1
1574455598940,1
1574455598980,2
1574455599021,1
1574455599061,1
1574455599101,2
1574455599141,2
1574455599182,2
1574455599222,2
1574455599262,2
1574455599303,1
1574455599343,1
1574455599383,2
1574455599424,1
1574455599464,1
1574455599504,2
1574455599544,2
1574455599585,1
1574455599625,2
1574455599665,1
1574455599706,1
1574455599746,1
1574455599786,2
1574455599827,1
1574455599867,1
1574455599907,2
1574455599947,2
1574455599988,1
1574455600028,1
1574455600068,2
1574455600109,2
1574455600149,2
1574455600189,1
1574455600229,2
1574455600270,2
1574455600310,2
1574455600350,2
1574455600391,1
1574455600431,1
1574455600471,2
1574455600512,2
1574455600552,3
1574455600593,1
1574455600633,1
1574455600673,2
1574455600713,2
1574455600754,1
1574455600794,2
1574455600834,2
1574455600875,2
1574455600915,2
1574455600955,2
1574455600995,2
1574455601036,1
1574455601076,1
1574455601116,2
1574455601157,1
1574455601197,2
1574455601238,1
1574455601278,2
1574455601318,1
1574455601358,2
1574455601399,1
1574455601439,1
1574455601479,2
1574455601520,1
1574455601560,2
1574455601600,2
1574455601641,1
1574455601681,2
1574455601721,2
1574455601762,1
1574455601802,2
1574455601842,2
1574455601883,1
1574455601923,1
1574455601963,2
1574455602004,1
1574455602044,1
1574455602084,2
1574455602125,12
1574455602165,1
1574455602205,2
1574455602246,1
1574455602286,1
1574455602326,1
1574455602366,2
1574455602407,1
1574455602447,1
1574455602487,2
1574455602528,1
1574455602568,1
1574455602608,1
1574455602648,2
1574455602689,1
1574455602729,1
1574455602769,1
1574455602809,2
1574455602850,1
1574455602890,2
1574455602930,2
1574455602971,2
1574455603011,1
1574455603051,1
1574455603091,2
1574455603132,1
1574455603172,2
1574455603212,2
1574455603253,2
1574455603293,2
1574455603333,3
1574455603374,2
1574455603414,2
1574455603454,2
1574455603494,4
1574455603535,2
1574455603575,3
1574455603615,2
1574455603656,1
1574455603696,1
1574455603736,2
1574455603777,1
1574455603817,1
1574455603857,2
1574455603897,21
1574455603938,1
1574455603978,2
1574455604018,2
1574455604059,1
1574455604099,2
1574455604139,2
1574455604179,3
1574455604220,2
1574455604260,2
1574455604300,3
1574455604341,1
1574455604381,2
1574455604421,2
1574455604461,2
1574455604502,1
1574455604542,1
1574455604582,2
1574455604623,2
1574455604663,2
1574455604703,2
1574455604744,1
1574455604784,1
1574455604824,2
1574455604865,2
1574455604905,2
1574455604945,2
1574455604985,2
1574455605026,2
1574455605066,2
1574455605106,2
1574455605146,1
1574455605187,1
1574455605227,1
1574455605267,2
1574455605308,1
1574455605348,1
1574455605388,2
1574455605429,1
1574455605469,1
1574455605509,2
1574455605549,2
1574455605590,1
1574455605630,2
1574455605670,2
1574455605710,2
1574455605751,2
1574455605791,1
1574455605831,2
1574455605871,2
1574455605912,2
1574455605952,1
1574455605992,2
1574455606033,1
1574455606073,1
1574455606113,2
1574455606153,3
1574455606194,1
1574455606234,1
1574455606274,2
1574455606314,2
1574455606355,1
1574455606395,1
1574455606435,1
1574455606476,1
1574455606516,2
1574455606556,2
1574455606597,1
1574455606637,2
1574455606677,2
1574455606717,2
1574455606758,1
1574455606798,2
1574455606838,2
1574455606879,1
1574455606919,1
1574455606959,2
1574455606999,2
1574455607040,1
1574455607080,2
1574455607120,2
1574455607161,2
1574455607201,1
1574455607241,1
1574455607281,2
1574455607322,1
1574455607362,1
1574455607402,1
1574455607442,2
1574455607483,1
1574455607523,1
1574455607563,2
1574455607604,1
1574455607644,1
1574455607684,2
1574455607724,2
1574455607765,1
1574455607805,2
1574455607845,2
1574455607885,2
1574455607926,1
1574455607966,1
1574455608006,2
1574455608047,1
1574455608087,1
1574455608127,2
1574455608167,2
1574455608208,1
1574455608248,1
1574455608288,1
1574455608328,2
1574455608369,1
1574455608409,1
1574455608449,2
1574455608489,1
1574455608530,1
1574455608570,2
1574455608610,2
1574455608650,2
1574455608691,1
1574455608731,2
1574455608771,2
1574455608812,1
1574455608852,1
1574455608892,2
1574455608933,1
1574455608973,1
1574455609013,2
1574455609053,7
1574455609094,1
1574455609134,2
1574455609174,2
1574455609215,1
1574455609255,1
1574455609295,2
1574455609335,2
1574455609376,1
1574455609416,1
1574455609456,2
1574455609496,2
1574455609537,1
1574455609577,2
1574455609617,2
1574455609658,1
1574455609698,1
1574455609738,2
1574455609779,1
1574455609819,1
1574455609859,2
1574455609899,2
1574455609940,1
1574455609980,1
1574455610020,2
1574455610060,2
1574455610101,1
1574455610141,2
1574455610181,2
1574455610221,2
1574455610262,1
1574455610302,2
1574455610342,2
1574455610383,2
1574455610423,1
1574455610463,2
1574455610503,2
1574455610544,2
1574455610584,2
1574455610625,1
1574455610665,1
1574455610705,13
1574455610746,2
1574455610786,2
1574455610826,2
1574455610867,2
1574455610907,3
1574455610948,2
1574455610988,2
1574455611028,2
1574455611068,3
1574455611109,2
1574455611149,2
1574455611189,2
1574455611229,2
1574455611270,2
1574455611310,2
1574455611350,3
1574455611391,2
1574455611431,2
1574455611471,1
1574455611511,2
1574455611552,1
1574455611592,1
1574455611632,2
1574455611673,1
1574455611713,1
1574455611753,2
1574455611794,1
1574455611834,1
1574455611874,2
1574455611915,1
1574455611955,1
1574455611995,1
1574455612035,2
1574455612076,1
1574455612116,1
1574455612156,2
1574455612197,1
1574455612237,2
1574455612277,2
1574455612317,2
1574455612358,2
1574455612398,2
1574455612438,2
1574455612479,2
1574455612519,1
1574455612559,2
1574455612599,3
1574455612640,2
1574455612680,2
1574455612720,2
1574455612761,1
1574455612801,2
1574455612841,2
1574455612882,1
1574455612922,1
1574455612962,2
1574455613002,2
1574455613043,1
1574455613083,2
1574455613123,2
1574455613163,2
1574455613204,1
1574455613244,1
1574455613284,2
1574455613325,1
1574455613365,1
1574455613405,2
1574455613446,1
1574455613486,1
1574455613526,2
1574455613566,3
1574455613607,2
1574455613647,2
1574455613687,3
1574455613727,3
1574455613768,2
1574455613808,2
1574455613848,3
1574455613889,2
1574455613929,1
1574455613969,2
1574455614009,2
1574455614050,1
1574455614090,2
1574455614130,2
1574455614171,1
1574455614211,1
1574455614251,2
1574455614292,1
1574455614332,2
1574455614372,2
1574455614412,2
1574455614453,1
1574455614493,2
1574455614533,2
1574455614574,2
1574455614614,2
1574455614654,2
1574455614695,2
1574455614735,1
1574455614775,2
1574455614816,1
1574455614856,1
1574455614896,2
1574455614936,2
1574455614977,1
1574455615017,1
1574455615057,2
1574455615097,2
1574455615138,1
1574455615178,1
1574455615218,2
1574455615258,2
1574455615299,1
1574455615339,2
1574455615379,2
1574455615420,1
1574455615460,1
1574455615500,1
1574455615540,2
1574455615581,1
1574455615621,1
1574455615661,2
1574455615701,2
1574455615742,1
1574455615782,2
1574455615822,2
1574455615862,3
1574455615903,2
1574455615943,3
1574455615983,3
1574455616024,3
1574455616064,1
1574455616104,2
1574455616144,3
1574455616185,1
1574455616225,2
1574455616265,2
1574455616306,1
1574455616346,2
1574455616386,2
1574455616426,2
1574455616467,1
1574455616507,1
1574455616547,2
1574455616588,1
1574455616628,2
1574455616668,2
1574455616709,1
1574455616749,1
1574455616789,1
1574455616829,2
1574455616870,1
1574455616910,2
1574455616950,2
1574455616990,2
1574455617031,1
1574455617071,1
1574455617111,2
1574455617152,1
1574455617192,1
1574455617232,2
1574455617273,1
1574455617313,1
1574455617353,2
1574455617394,1
1574455617434,1
1574455617474,2
1574455617514,2
1574455617555,1
1574455617595,1
1574455617635,2
1574455617676,1
1574455617716,1
1574455617756,2
1574455617796,2
1574455617837,1
1574455617877,2
1574455617917,2
1574455617958,1
1574455617998,1
1574455618038,1
1574455618078,2
1574455618119,1
1574455618159,2
1574455618199,2
1574455618239,2
1574455618280,2
1574455618320,2
1574455618360,2
1574455618400,3
1574455618441,2
1574455618481,3
1574455618521,4
1574455618561,2
1574455618602,3
1574455618642,3
1574455618682,3
1574455618723,3
1574455618763,2
1574455618803,2
1574455618843,2
1574455618884,1
1574455618924,1
1574455618964,2
1574455619005,1
1574455619045,1
1574455619085,2
1574455619125,2
1574455619166,1
1574455619206,2
1574455619246,2
1574455619287,2
1574455619327,2
1574455619367,3
1574455619408,1
1574455619448,1
1574455619488,2
1574455619528,2
1574455619569,1
1574455619609,2
1574455619649,2
1574455619690,2
1574455619730,2
1574455619771,2
1574455619811,2
1574455619851,2
1574455619891,2
1574455619932,2
1574455619972,2
1574455620013,1
1574455620053,11
1574455620093,2
1574455620134,1
1574455620174,2
1574455620214,2
1574455620255,1
1574455620295,2
